annual_income,total_debt,credit_score,on_time_pct,credit_utilization,history_years,delinquencies,creditworthy
313018.69,75410.79,743,82.58,55.89,6.4,1,1
657169.58,154359.84,697,81.52,15.67,9.3,0,1
470830.62,124206.74,573,91.46,39.62,5.2,0,1
915094.48,234950.69,739,70.6,52.86,8.6,0,1
956965.91,268090.56,550,81.34,45.92,14.2,0,0
884262.98,209067.37,541,97.32,54.77,12.0,0,1
841684.46,231483.02,535,83.4,21.77,8.9,1,0
1879771.76,117327.81,737,79.55,15.15,8.5,1,1
384401.84,62569.65,644,91.69,19.32,12.9,0,1
705766.04,61873.34,659,84.67,36.81,8.3,0,1
1439222.93,303984.22,648,92.5,17.58,11.0,2,0
1557704.6,49136.07,548,84.95,18.63,8.3,1,0
310811.47,26688.48,589,68.31,14.95,12.5,2,0
604759.86,52219.81,594,85.15,20.08,7.0,1,0
1647669.89,630757.04,523,91.43,49.06,6.6,0,0
989393.55,314352.95,604,85.03,17.29,6.6,0,1
820080.53,75981.11,552,83.27,42.47,6.6,0,0
640106.08,245309.89,701,82.49,17.01,7.5,1,0
579383.24,79088.31,709,83.27,49.23,3.0,0,1
867118.95,259086.96,533,89.58,27.82,3.7,0,0
626920.82,157975.02,623,76.81,31.17,2.3,0,0
711017.86,59541.54,817,72.61,79.92,2.1,0,1
764639.09,220433.74,561,96.06,62.74,7.3,0,0
485608.04,139233.0,688,88.65,28.23,1.4,2,0
1003774.17,190839.29,659,95.87,5.73,6.1,0,1
4191405.97,314592.71,748,68.17,20.59,13.8,0,1
251150.59,37157.93,676,81.91,37.23,4.6,0,1
885942.66,258515.42,611,83.61,75.31,5.3,0,0
462261.46,104838.52,656,74.17,35.26,9.7,0,1
1031414.32,331551.54,657,75.16,42.06,12.9,0,0
750079.5,344336.86,641,98.71,23.64,8.2,0,0
1152118.37,149610.96,531,89.9,52.95,9.3,1,0
1476675.66,194209.07,761,88.63,73.39,8.1,0,0
818683.36,132509.33,745,86.33,44.66,8.3,0,1
1438672.5,202894.0,556,85.07,5.2,17.1,0,1
200000.0,82802.66,622,85.57,22.61,9.2,0,1
1894132.26,402772.29,629,66.18,30.83,7.1,0,0
913498.75,128824.71,545,98.0,22.5,7.4,1,0
1392631.96,416991.11,481,96.31,39.42,26.6,1,0
350836.14,79759.29,589,87.44,11.53,14.1,0,1
443094.38,178071.94,617,87.15,54.29,6.1,0,1
796165.99,273601.1,520,66.24,35.9,1.9,0,0
721997.72,25578.23,665,81.2,25.56,15.4,0,1
864443.44,150612.61,754,79.35,61.56,9.5,0,1
1398217.96,546653.94,725,86.97,44.63,24.3,0,0
252929.94,45457.66,638,63.73,11.8,23.8,1,0
1308368.43,347010.38,484,90.06,12.17,7.1,1,0
733049.97,147568.51,714,86.18,51.39,4.8,0,1
645467.98,267023.57,663,80.51,46.32,7.0,0,1
301742.98,71505.39,688,95.39,15.72,6.3,1,1
986411.81,90363.05,824,78.14,44.43,7.7,0,1
200000.0,54230.74,575,84.65,66.31,15.8,0,0
1076296.36,111396.43,391,95.16,11.64,6.1,0,0
297966.55,4985.54,555,72.3,31.66,6.9,0,0
753191.47,207211.43,693,95.27,49.49,4.4,1,1
679083.04,212677.76,652,87.87,30.03,9.4,0,1
1471397.06,144148.87,540,90.7,34.71,2.5,1,1
655272.79,230508.86,522,98.03,41.75,2.9,0,0
480949.17,59560.57,618,94.88,13.35,7.1,0,1
538228.45,161041.71,537,97.8,26.08,8.2,1,1
1565521.67,124341.04,696,69.14,77.59,10.6,1,0
1006287.31,214509.24,612,84.2,6.93,9.1,1,0
578747.76,113008.3,593,95.22,37.58,13.2,3,0
632940.78,232044.6,581,74.27,35.83,17.1,0,0
284843.09,8532.77,673,79.99,28.15,11.3,1,1
920879.55,295630.42,653,97.53,22.4,14.7,2,1
253751.46,10101.14,668,73.76,15.04,22.4,1,1
1145186.29,98266.13,666,92.3,53.46,21.9,0,1
787936.64,273859.59,643,85.89,23.37,3.9,1,0
3054636.26,904190.9,557,85.15,3.92,12.7,0,1
376969.16,17530.21,584,78.17,29.62,5.6,0,0
685842.13,34792.08,614,80.06,61.96,10.0,0,1
2145691.9,437554.44,835,86.5,35.22,3.7,1,1
1490815.41,229843.97,528,67.2,17.36,3.2,0,0
480351.19,78718.76,612,86.75,20.66,14.0,0,0
834326.8,119196.28,658,82.87,26.56,5.2,0,1
730291.91,250025.01,622,78.97,24.47,10.3,1,0
863866.5,78619.33,746,56.91,21.78,9.6,2,1
479640.31,151543.27,622,94.85,31.34,7.5,0,1
691354.34,196719.99,628,73.15,38.15,11.3,0,0
279614.9,47868.84,723,83.72,49.17,16.8,1,1
791016.47,92384.07,812,88.05,17.99,9.7,0,1
955521.37,174207.55,776,92.92,42.06,5.4,0,1
636378.22,130738.9,637,85.97,13.52,7.4,0,1
276777.57,29567.54,645,82.31,34.8,8.7,0,1
1319969.41,399435.94,654,83.37,25.46,11.3,0,0
907741.59,337931.76,663,50.93,17.5,9.0,0,1
471837.98,12581.49,573,93.73,3.6,8.9,0,1
616392.82,99805.35,734,94.53,20.82,5.5,0,1
296439.48,30578.07,668,80.44,17.71,8.5,0,1
394255.29,121541.74,645,96.39,53.07,4.0,0,1
528243.8,66688.43,535,83.36,18.18,12.2,3,0
1524310.12,232492.52,655,98.92,59.34,8.9,0,0
496976.47,136247.74,479,86.21,43.13,15.0,0,0
1071026.61,397544.31,597,96.87,37.33,8.8,1,0
528083.81,17453.37,599,78.71,23.52,7.1,0,0
846417.94,345345.82,675,76.57,29.45,15.0,1,1
670086.91,223791.84,819,91.55,20.68,11.5,3,1
1231611.41,164773.84,701,61.95,48.2,7.4,0,1
529195.49,109415.57,780,81.53,31.53,4.3,2,1
283930.01,76992.16,708,99.04,12.26,3.2,0,1
318325.77,66758.53,751,63.76,31.69,5.2,0,0
530127.86,23855.97,817,89.49,13.36,2.0,0,1
344746.28,116825.46,584,79.04,63.19,4.3,1,0
932968.96,235582.16,578,63.49,42.26,16.5,0,0
551578.31,27949.1,710,93.68,13.92,9.6,0,1
3032093.7,1025003.47,649,86.09,13.15,10.5,0,1
257138.79,24551.31,669,71.42,23.66,5.3,1,0
824209.4,88320.55,627,98.19,18.23,6.4,1,1
370729.58,77229.45,596,90.51,55.54,9.8,3,0
542508.59,218133.67,795,77.38,8.19,5.6,0,1
794010.28,157196.7,551,82.56,21.54,5.2,0,1
200000.0,70803.36,711,71.58,16.89,4.6,0,1
840788.71,219946.12,697,53.95,52.76,13.2,2,0
2284698.16,1004768.96,507,70.3,49.72,11.9,0,0
555673.97,316771.08,575,65.92,59.52,19.9,0,0
852462.68,106042.18,590,45.7,46.89,3.2,0,0
1349106.41,86505.31,700,61.36,16.29,5.3,0,0
661078.52,248825.06,616,82.58,11.1,11.4,0,1
514743.44,113198.95,642,55.55,56.21,23.7,0,0
200000.0,39119.51,518,44.49,27.03,13.7,0,0
1071526.08,378687.21,859,63.42,46.58,2.7,0,1
681532.32,246291.83,656,61.49,52.32,19.9,0,0
397277.25,66793.23,694,73.38,23.63,14.5,2,1
786979.93,129162.87,601,89.08,27.67,27.8,1,1
513904.02,182623.05,591,85.27,32.32,8.0,1,0
531226.8,131134.0,822,81.76,26.72,11.9,1,1
1049447.82,361073.28,477,82.01,7.75,17.6,0,0
326756.51,76465.6,675,97.86,33.62,6.7,3,0
1367355.54,193469.88,540,86.76,17.06,12.3,1,0
315334.2,93813.69,613,88.82,34.57,22.3,0,1
490107.07,91392.69,592,75.11,31.43,2.7,1,0
2312333.43,275367.37,561,77.38,32.89,12.3,0,0
1434623.29,141164.59,653,88.59,18.14,16.0,2,1
773408.3,162385.65,418,86.71,71.0,6.4,0,0
414853.98,102515.65,621,79.24,27.69,5.5,1,0
530957.16,201846.27,641,69.8,42.77,3.2,0,0
762200.7,336242.92,527,76.72,33.47,4.9,1,0
746024.66,220883.85,786,84.51,30.0,2.5,0,1
690711.46,89225.56,596,85.73,39.07,3.5,1,0
716046.57,197377.88,628,89.28,63.27,5.8,3,0
641378.43,134111.58,596,97.88,6.34,3.3,0,1
307064.39,62108.83,642,81.03,26.77,7.7,0,0
535038.27,46914.7,767,63.07,3.41,7.5,1,1
1262714.63,147836.49,872,63.3,32.43,2.6,1,1
320936.78,86920.34,717,69.7,58.63,8.1,1,0
651001.15,22151.35,747,85.75,27.73,10.3,0,1
446032.74,36223.19,804,79.17,33.5,14.8,0,1
779813.65,310920.38,672,92.2,49.32,17.0,0,1
577705.84,225432.3,791,86.12,58.21,14.5,0,0
1769904.59,209699.59,721,66.79,26.45,10.0,1,1
988505.9,193492.63,662,83.91,40.0,9.1,1,1
332009.25,29997.8,681,91.0,24.66,11.3,0,1
1091143.52,306205.3,486,59.49,16.52,6.3,0,0
458267.74,70079.75,676,58.21,10.81,7.8,0,0
515969.11,42956.86,511,63.21,64.69,4.9,0,0
880540.68,35083.3,503,70.61,45.53,5.9,0,0
543047.22,91406.87,667,71.34,52.51,6.3,0,0
1246329.62,48615.17,549,84.07,25.98,2.2,0,0
458306.73,270926.88,649,89.25,53.86,12.8,0,0
503144.19,151135.0,662,67.11,17.99,7.4,0,0
491972.19,195758.33,666,70.16,50.0,11.8,1,0
519497.23,95247.23,568,52.84,23.4,5.4,0,0
1410584.81,456478.42,730,65.53,28.83,6.5,0,1
1063714.7,227691.43,641,87.01,7.69,7.6,1,1
2034918.59,674174.4,689,79.41,56.33,7.7,0,0
2843614.53,1004285.4,542,86.0,31.56,5.3,0,0
393001.92,174124.32,633,90.9,13.64,11.6,1,1
760895.63,248375.22,748,69.94,42.35,2.2,1,0
360151.41,56602.91,737,73.59,20.17,11.4,0,1
457456.21,171768.25,578,83.44,18.75,2.0,0,0
499793.6,54835.3,600,85.83,55.99,13.1,0,0
386817.03,135107.01,561,71.74,15.15,1.8,0,0
388041.53,79065.8,590,77.12,24.84,5.9,0,0
668926.44,108840.97,524,98.61,21.62,8.6,5,0
351501.39,23086.84,637,66.28,13.2,6.5,0,1
1208966.2,330315.27,706,95.3,14.84,1.6,0,0
420562.29,135535.67,579,90.69,40.96,3.0,0,0
3936259.17,446983.28,641,79.22,14.82,10.1,0,1
556359.16,141444.23,630,78.89,28.81,6.5,1,0
761625.76,339007.9,744,97.71,31.84,11.1,0,1
335304.81,39340.86,594,92.52,40.57,8.7,0,1
2030220.68,212600.78,598,81.94,39.23,5.8,0,0
1427878.61,722155.25,573,94.38,34.16,4.3,0,0
871655.47,24269.64,547,79.22,48.24,17.0,0,0
325109.87,149054.29,697,67.41,31.73,8.6,0,0
827695.1,136773.01,637,83.16,16.37,7.0,1,1
372183.16,33343.21,654,84.96,30.2,18.4,0,1
1754006.5,935743.2,764,81.39,32.74,13.2,0,1
1185312.3,199790.9,769,96.85,25.73,19.7,0,1
772404.32,132644.95,501,92.1,46.4,12.6,0,0
200000.0,40244.29,708,95.26,40.29,11.5,1,1
404315.35,50399.54,670,90.3,16.2,9.3,1,1
1102021.39,188858.82,608,86.23,4.88,10.3,1,1
1510166.12,767249.97,679,53.48,54.11,2.8,0,0
1419055.24,688786.0,494,78.55,40.41,3.6,0,0
280629.96,40250.51,781,71.2,18.4,3.0,0,1
874083.67,285867.83,696,88.21,61.74,9.0,0,1
1341513.66,125879.01,572,80.16,39.23,9.0,0,0
269681.97,38878.49,597,83.35,31.99,10.1,0,1
725965.15,397412.35,496,86.79,20.44,11.3,0,0
859671.35,244891.75,621,71.75,36.52,11.8,1,1
608980.33,233181.6,606,89.69,64.46,9.5,0,1
240074.1,106912.03,530,81.15,54.32,10.1,0,0
599937.72,139824.47,719,87.1,31.9,5.8,1,1
599359.43,124855.45,764,74.59,24.72,3.0,0,1
667407.82,321614.21,647,65.7,24.79,6.1,1,0
520173.22,162503.32,622,76.13,26.65,17.0,0,0
559160.99,43211.73,689,63.7,77.13,3.4,1,0
712244.29,185784.48,648,68.66,25.29,5.6,1,0
951193.47,59094.88,552,89.98,20.89,12.1,0,1
607643.68,38355.54,591,91.25,50.95,2.9,0,1
570467.02,87414.91,623,74.08,34.84,14.0,0,0
770975.92,142122.68,672,93.73,53.12,1.3,0,0
230371.95,56681.11,650,83.73,55.12,6.6,1,1
971135.3,232949.96,668,75.87,15.95,10.2,3,0
729169.97,146625.73,512,77.14,22.45,15.3,0,1
746996.75,75532.88,709,88.36,4.77,6.5,0,1
1298136.83,346173.32,650,93.06,11.01,12.4,0,1
226004.61,33198.74,879,85.4,14.56,8.8,0,1
223172.36,102019.84,615,57.96,16.12,11.4,0,0
859651.46,122646.91,679,88.12,27.96,8.7,0,1
726308.32,357795.76,900,60.47,47.65,9.3,2,1
807829.39,317307.05,667,57.41,34.26,15.2,0,1
552784.63,286240.93,643,48.23,29.96,7.0,0,0
1086652.26,161831.1,561,90.4,39.41,10.2,0,1
1276437.19,70592.55,787,88.54,22.54,2.5,0,1
975191.73,217119.38,545,51.35,26.95,10.5,0,0
623748.75,192095.97,688,90.86,64.43,2.9,0,1
205949.52,54324.34,607,87.87,40.41,3.4,1,0
1157232.25,127061.38,632,56.53,27.28,12.2,0,0
1518201.85,291096.44,521,95.42,24.21,10.8,0,1
1073822.26,219383.03,770,74.26,26.92,3.9,2,1
430289.94,6208.19,624,91.76,18.97,4.7,0,1
1092824.99,170664.9,540,90.53,51.54,3.8,0,0
1222389.15,479673.94,762,80.47,10.25,17.3,0,1
1858517.62,151050.06,604,76.85,11.69,13.5,0,1
431202.91,142690.66,680,64.36,30.81,3.9,1,0
636746.72,123142.33,725,96.37,29.61,8.9,1,1
1142081.73,120179.08,692,70.22,36.05,6.3,0,1
754979.63,144687.54,452,68.46,22.08,4.1,1,0
373100.63,104186.39,712,87.53,30.63,5.8,0,1
935437.65,324876.24,640,81.66,13.23,7.8,1,0
1032193.78,159108.19,620,86.2,17.45,2.9,0,1
768947.32,83951.72,640,80.54,13.49,5.1,0,1
832135.82,246350.66,505,82.6,8.29,15.2,0,1
624543.62,67696.23,667,86.8,54.82,13.5,0,1
1770844.95,193809.07,527,80.21,35.36,9.2,1,0
424889.62,97726.51,624,53.03,25.4,7.7,0,0
512782.75,164675.15,664,88.27,38.36,5.9,0,1
734240.06,88526.83,746,45.31,35.04,11.6,0,0
1235977.13,467773.22,576,65.23,9.83,3.3,2,0
297026.34,13595.78,780,82.67,54.86,7.8,0,1
332309.47,16934.42,735,87.52,37.66,1.4,0,1
214778.58,56385.59,611,80.51,17.06,5.4,3,0
743866.7,23711.22,550,79.83,17.95,8.9,0,1
372881.71,125806.75,520,86.37,54.77,19.5,0,0
579122.86,39731.56,674,89.94,6.89,9.4,1,1
1084714.0,155093.45,583,70.34,23.03,11.2,0,0
496368.75,112188.81,757,92.01,20.17,16.2,0,1
837996.51,303632.64,588,80.08,58.18,6.7,0,0
609501.85,122040.98,568,92.12,33.54,3.6,0,0
1091723.93,153186.32,671,69.63,16.75,5.2,0,1
970024.73,147645.67,588,89.78,55.25,10.1,0,0
481585.85,158826.23,650,49.64,10.12,5.9,0,0
659217.59,135801.69,738,89.58,57.6,12.1,0,1
1364428.26,155339.05,660,65.43,33.07,9.1,0,1
923592.39,425247.77,660,79.49,47.84,4.0,1,0
315471.23,95468.8,668,92.97,24.32,6.4,0,1
1080971.61,315704.66,497,95.14,44.35,14.8,0,1
380497.02,99700.87,685,82.42,24.02,8.0,0,1
1702328.95,380734.95,664,93.9,22.4,15.4,0,1
1348440.51,396052.56,730,85.07,7.02,3.6,0,1
867986.37,197233.67,704,84.35,24.12,30.0,1,1
801579.72,111634.67,631,97.58,54.72,7.9,0,1
643437.8,190045.27,742,84.11,22.32,13.4,2,1
1095930.54,353618.87,623,84.87,15.75,18.4,1,1
583928.08,289959.35,672,83.78,68.34,15.3,0,0
840155.21,61452.74,621,70.67,33.46,7.2,0,1
1230782.4,245939.92,691,97.08,5.69,12.3,1,1
520693.09,225889.03,616,68.49,42.74,16.7,0,0
503976.22,268372.66,798,86.25,81.71,12.7,0,1
356247.4,153785.04,831,83.56,45.3,4.0,0,1
385122.35,9913.19,728,94.15,29.38,11.7,0,1
243522.06,33619.61,788,85.64,31.13,8.7,2,1
1130191.08,48756.14,511,89.91,35.71,6.1,1,0
2159416.76,97371.79,522,70.76,56.03,16.4,0,0
1715469.51,815776.41,621,89.96,39.38,3.0,1,1
274951.31,82041.96,653,79.92,11.73,12.9,0,1
1126823.09,174432.18,632,68.39,13.22,7.5,2,0
1712155.76,388599.92,502,83.62,45.25,14.8,0,0
554550.98,131428.18,753,93.31,45.39,6.1,0,1
775193.89,191996.72,843,90.41,33.89,12.5,0,1
218658.01,62068.03,765,75.91,12.23,4.9,1,0
856013.74,398097.26,747,85.6,62.42,8.6,0,1
385333.38,63334.0,670,76.83,62.68,8.0,0,0
822234.58,136682.33,574,83.99,8.2,11.8,0,1
285865.94,38575.17,656,64.47,42.74,8.3,2,0
1010256.62,59861.34,839,61.06,11.47,8.2,0,1
1348775.37,453494.98,618,82.81,19.68,5.2,0,0
455928.87,88747.87,609,90.76,30.22,15.4,0,1
368739.77,37046.61,749,56.67,35.08,15.5,0,1
200062.72,58346.74,755,81.71,21.28,18.8,1,1
621662.04,46802.38,573,86.92,31.36,8.4,0,1
514547.75,87026.22,626,80.46,31.95,4.5,1,1
287617.96,125330.62,604,95.71,31.42,5.9,0,0
957241.75,214617.58,656,74.02,21.07,14.1,1,1
556831.39,95503.98,749,90.85,33.2,13.2,0,1
382528.49,54683.72,577,70.77,33.88,2.0,2,0
522958.06,118698.65,748,84.87,41.67,2.1,1,1
1387178.97,624722.0,659,88.7,37.26,3.2,0,1
1047337.9,167064.89,859,74.75,45.39,6.0,1,1
674673.64,195971.45,678,42.12,3.77,6.1,0,0
1057547.4,386341.71,641,88.37,57.05,8.4,2,0
363470.29,79532.78,701,73.34,62.37,5.4,1,0
743721.61,147406.18,619,78.23,19.45,6.1,0,0
796827.42,229137.89,488,68.88,61.32,8.7,0,0
550233.55,197696.9,628,95.29,13.6,9.4,0,0
947208.96,173038.7,626,84.18,13.18,6.6,0,0
456680.79,143349.61,506,86.76,18.67,3.4,0,0
990427.97,292254.26,643,83.27,40.33,14.7,0,0
1015727.09,27598.58,463,70.55,24.0,5.6,0,0
200000.0,26164.19,618,81.05,49.36,15.5,0,1
1489846.16,180324.68,671,80.73,25.02,16.6,0,1
200000.0,13052.09,658,91.65,10.35,11.8,0,1
504019.68,20528.24,613,88.33,31.63,15.4,1,1
1349451.57,483795.55,642,90.4,58.45,9.0,0,0
602973.16,51721.64,579,96.01,37.88,8.6,0,1
302636.72,33796.84,650,88.63,19.68,11.8,0,1
378419.17,43870.65,655,65.23,15.31,8.5,0,1
1350713.39,542448.93,568,80.73,12.83,5.2,1,0
230290.6,22694.37,674,95.58,55.29,9.2,0,1
1436032.5,540743.39,673,84.04,36.26,7.3,0,1
705695.23,125165.28,635,92.59,18.28,16.9,0,1
356668.77,145807.48,867,72.52,19.38,6.0,0,1
514078.35,105230.88,637,92.04,7.2,1.1,2,1
396196.43,146627.77,624,85.04,37.05,16.0,0,1
1226573.57,625119.59,611,89.87,25.66,2.7,0,0
1131954.89,153154.88,562,95.48,47.87,3.0,0,0
260017.27,100024.74,711,79.36,55.46,6.2,0,1
572543.92,205184.94,588,90.89,56.01,3.7,0,0
434559.7,31551.96,598,73.88,17.31,6.6,0,1
1585017.46,366925.08,601,85.85,16.22,6.4,0,1
324467.46,38464.85,561,97.05,25.63,18.8,0,1
1909854.2,578631.16,492,93.95,53.75,7.0,0,0
714989.51,32014.8,608,93.83,75.37,19.7,0,1
363247.38,48257.29,728,87.11,26.02,2.0,0,1
485840.42,79735.77,667,62.75,7.68,12.9,0,1
450912.55,115343.67,790,97.23,31.96,6.1,0,1
339499.91,19804.69,717,86.51,48.2,13.5,0,1
772120.66,148876.93,697,67.9,52.07,14.8,0,1
349147.82,62741.29,819,31.64,10.01,10.6,5,0
200000.0,17669.43,641,89.29,52.89,18.3,2,1
580818.8,107417.18,655,73.25,61.14,7.9,0,1
247282.4,88160.74,648,62.4,12.8,15.6,0,1
464493.8,280846.72,788,95.55,47.6,6.5,1,1
422750.85,177750.73,650,68.65,12.34,6.4,0,0
432470.92,61691.63,591,93.35,51.36,14.8,0,1
2423147.47,589240.14,702,81.92,62.46,3.8,0,1
754527.45,69273.13,576,96.51,14.25,9.6,0,1
845110.45,116574.69,698,80.51,11.11,10.4,0,1
251239.27,125388.12,687,79.51,38.41,14.8,0,0
492683.43,116715.01,632,81.6,46.92,6.0,1,0
830000.5,410284.52,700,83.62,26.13,13.4,1,1
394463.8,55205.83,516,73.8,31.84,4.8,0,0
1257753.44,259988.45,664,87.22,45.55,11.8,0,1
354471.08,31265.62,608,71.95,22.66,6.9,0,1
614264.15,76212.28,900,97.41,58.2,6.1,1,1
513173.37,153218.28,664,50.79,11.86,13.0,0,0
804995.85,16176.74,596,71.28,51.3,3.0,0,1
496682.35,10664.57,525,64.54,23.45,9.7,1,0
619993.22,121550.94,767,67.87,41.32,2.7,0,0
633060.93,257737.11,618,47.58,18.06,7.1,0,0
469473.6,257032.7,578,84.68,29.83,4.3,0,0
975842.35,323331.0,680,80.72,1.29,6.8,0,1
841577.2,79928.72,708,91.28,34.95,5.4,0,1
691647.45,173695.88,707,94.83,17.58,6.2,0,1
563388.66,145360.3,651,91.39,38.97,4.1,1,0
1176349.34,17327.03,664,92.94,68.22,5.4,1,1
633173.31,58270.5,670,77.76,10.87,2.3,1,1
606816.45,231938.34,680,73.59,17.71,14.3,0,1
776703.54,239920.1,688,87.27,45.77,4.1,0,1
2018675.19,713710.64,748,88.98,17.46,11.5,0,1
326369.77,77630.04,655,92.53,41.57,9.1,0,1
1157663.3,518246.33,576,70.86,29.03,0.6,0,0
234239.01,57529.53,637,89.54,3.15,14.0,0,1
830982.4,124616.24,717,58.55,38.74,10.3,1,1
1876745.46,181585.04,489,76.06,30.92,9.9,1,0
977937.57,227617.21,489,90.09,24.27,7.2,0,1
808046.63,240776.82,732,84.67,33.1,14.1,0,1
521117.24,57963.68,786,59.52,43.39,6.7,1,1
743131.52,421410.89,536,65.27,8.98,10.5,0,0
627037.93,260451.25,659,82.61,48.78,10.2,1,0
455164.44,123084.28,614,77.34,21.91,8.8,0,1
612972.06,139934.37,626,74.83,28.31,3.3,1,0
821616.23,96834.02,677,97.72,39.28,9.7,0,1
460316.58,167818.26,533,83.59,74.37,6.0,0,0
449652.75,77061.81,550,85.65,10.21,16.9,1,1
322498.56,57741.02,622,92.36,27.95,13.8,0,1
922124.03,47871.88,636,78.36,58.52,13.5,0,1
1011751.92,139020.11,548,78.87,1.4,6.7,0,0
838186.8,116328.41,721,83.41,23.65,22.1,0,1
1301596.69,234144.38,612,88.34,33.71,7.7,0,1
768903.37,150095.79,612,79.93,24.08,5.4,0,1
922835.77,190154.13,675,82.51,30.91,7.9,1,1
875282.92,352552.37,638,73.12,45.33,5.6,1,0
690434.22,149160.73,725,75.99,56.13,9.9,0,1
530463.75,199529.03,565,90.97,27.99,7.5,0,1
2753797.89,326437.16,524,98.96,19.67,22.7,2,1
556170.07,150107.88,622,80.83,10.65,2.7,1,0
489173.92,62213.83,655,95.67,43.38,13.9,0,1
946386.09,119627.41,538,82.59,53.18,20.9,2,0
848404.37,244408.12,525,78.76,7.73,5.0,0,0
313992.72,40222.47,666,75.44,21.1,11.7,2,1
1430603.52,665101.0,581,97.4,24.0,6.3,0,1
689335.42,200520.01,519,93.74,49.54,6.6,2,0
374535.3,24495.03,736,83.03,38.67,19.4,0,1
1488486.62,284081.19,593,96.48,29.85,5.9,0,1
1061724.83,329741.19,753,58.77,37.57,10.6,0,1
341558.69,98927.15,652,54.06,20.27,18.2,1,0
2118692.49,287327.23,676,79.64,15.82,16.4,0,1
1083035.63,273779.14,630,94.7,35.42,10.7,1,1
724967.66,263054.34,411,84.42,58.34,10.8,1,0
1893866.91,364878.8,547,68.94,35.55,2.8,0,0
802573.46,192441.18,638,73.85,45.98,12.3,0,0
717228.78,75678.01,682,81.63,47.31,5.6,0,0
490813.71,149918.31,488,41.37,32.69,7.6,0,0
1034170.55,98001.6,645,87.36,57.51,15.0,3,0
970883.52,385973.46,548,74.16,42.98,7.6,0,0
735869.51,246152.84,671,93.66,35.53,16.0,0,1
454070.7,73178.17,648,93.86,38.84,4.3,1,1
788555.38,198509.44,716,74.19,10.62,3.1,0,1
699499.76,335626.13,746,77.22,62.62,3.8,2,0
327720.18,65477.91,691,87.93,22.16,1.3,1,1
301616.79,19757.22,727,84.67,11.56,2.2,0,1
1023861.71,270566.67,618,93.25,67.73,15.1,0,1
200000.0,28275.88,900,88.85,13.94,24.7,0,1
825088.82,405203.48,540,85.65,35.39,14.4,0,0
547517.75,212485.61,602,66.52,8.1,6.7,0,0
1599094.3,211096.45,731,67.16,18.16,5.8,0,1
542486.82,169783.78,717,46.9,28.44,14.9,0,1
1083482.05,465766.33,693,84.09,66.13,2.8,1,0
574842.69,39449.78,710,91.11,35.05,6.1,1,0
780936.32,178314.98,462,93.01,26.66,26.8,0,1
1134953.14,316546.97,793,71.02,63.51,23.3,1,1
552642.48,118448.59,631,90.59,38.48,5.2,0,0
1326338.81,59252.38,762,77.61,6.49,7.5,0,1
401828.75,113021.61,466,95.19,23.59,4.1,0,0
870441.39,108071.9,673,81.67,37.27,8.5,0,1
1268802.16,115456.0,599,63.16,66.28,9.7,1,0
1083841.78,408410.81,701,90.86,7.4,8.8,0,1
2303331.07,823960.62,678,95.09,10.26,16.2,0,1
461361.14,109892.07,682,66.16,15.93,3.9,0,1
318860.97,102846.27,554,82.29,25.35,9.4,0,0
401675.14,185605.86,644,79.72,31.11,6.4,0,0
1084105.24,199412.57,633,88.01,23.08,9.3,1,1
983382.82,381065.16,694,85.51,19.03,2.5,0,1
775570.37,142385.09,739,88.44,51.97,5.5,0,1
371842.54,120866.18,663,92.46,21.18,2.7,0,1
1155588.59,432766.95,535,72.52,8.96,9.2,0,1
349821.09,97635.63,659,95.75,21.62,5.6,1,1
1462078.7,189622.25,884,81.65,32.39,2.2,1,1
4050954.35,368487.99,798,85.85,26.28,8.0,0,1
908791.24,246046.14,382,77.27,37.83,8.4,0,0
1034951.25,496537.56,655,70.12,36.3,6.1,0,0
542684.9,80666.31,733,79.9,14.35,11.4,0,1
246193.23,40432.2,633,73.9,42.2,12.8,2,1
508066.89,31034.79,608,41.32,12.81,17.0,1,1
378610.35,63001.82,625,81.32,44.61,17.8,0,1
306139.84,48033.53,699,83.38,31.89,13.6,0,1
2050134.51,562535.19,546,85.15,29.5,12.6,0,1
859166.07,286054.68,756,96.91,33.68,11.5,0,1
916037.47,472473.81,644,80.66,10.84,4.4,0,0
605970.5,160930.72,565,91.9,23.5,11.9,0,1
657550.83,146165.94,751,79.63,22.92,3.5,1,1
1301112.74,501230.43,510,72.57,15.18,13.6,0,0
715400.45,171519.75,600,96.53,14.42,15.3,1,1
1002910.03,74169.61,598,57.13,15.28,4.9,0,0
648487.12,196967.71,842,87.92,68.9,7.6,2,1
594043.76,119598.05,588,98.04,30.73,8.5,0,1
313593.08,147030.71,456,80.36,9.85,10.5,0,0
222648.72,42453.85,597,93.95,55.68,12.8,1,1
623474.32,191333.16,690,76.84,24.39,16.0,0,1
754565.99,10570.99,720,72.83,23.72,9.2,0,1
337163.07,133575.27,854,98.24,57.67,5.6,0,1
714483.43,348033.17,776,93.87,8.63,8.8,0,1
753324.64,335984.48,666,58.7,13.24,5.7,0,0
200064.52,56207.49,569,70.73,53.84,5.6,0,1
421226.18,42376.39,796,85.96,55.19,7.4,0,1
931320.11,112400.05,616,95.36,36.13,4.0,1,1
920097.79,422000.18,590,98.07,32.09,11.1,0,1
365051.99,58872.81,612,85.11,58.28,12.5,0,1
802164.38,274375.84,537,86.36,38.24,25.1,0,0
